0,38969.0
1,38935.2
2,38901.4
3,38867.6
4,38833.8
5,38800.0
6,38720.0
7,38640.0
8,38560.0
9,38480.0
10,38400.0
11,38260.0
12,38120.0
13,37980.0
14,37840.0
15,37700.0
16,37560.0
17,37420.0
18,37280.0
19,37140.0
20,37000.0
21,36750.0
22,36500.0
23,36250.0
24,36000.0
25,35750.0
26,35500.0
27,35250.0
28,35000.0
29,34750.0
30,34500.0
31,34200.0
32,33900.0
33,33600.0
34,33300.0
35,33000.0
36,32700.0
37,32400.0
38,32100.0
39,31800.0
40,31500.0
41,31150.0
42,30800.0
43,30450.0
44,30100.0
45,29750.0
46,29400.0
47,29050.0
48,28700.0
49,28350.0
50,28000.0
51,27600.0
52,27200.0
53,26800.0
54,26400.0
55,26000.0
56,25600.0
57,25200.0
58,24800.0
59,24400.0
60,24000.0
61,23650.0
62,23300.0
63,22950.0
64,22600.0
65,22250.0
66,21900.0
67,21550.0
68,21200.0
69,20850.0
70,20500.0
71,20200.0
72,19900.0
73,19600.0
74,19300.0
75,19000.0
76,18700.0
77,18400.0
78,18100.0
79,17800.0
80,17500.0
81,17250.0
82,17000.0
83,16750.0
84,16500.0
85,16250.0
86,16000.0
87,15750.0
88,15500.0
89,15250.0
90,15000.0
91,14800.0
92,14600.0
93,14400.0
94,14200.0
95,14000.0
96,13800.0
97,13600.0
98,13400.0
99,13200.0
100,13000.0
101,12800.0
102,12600.0
103,12400.0
104,12200.0
105,12000.0
106,11800.0
107,11600.0
108,11400.0
109,11200.0
110,11000.0
111,10800.0
112,10600.0
113,10400.0
114,10200.0
115,10000.0
116,9800.0
117,9600.0
118,9400.0
119,9200.0
120,9000.0
121,8900.0
122,8800.0
123,8700.0
124,8600.0
125,8500.0
126,8400.0
127,8300.0
128,8200.0
129,8100.0
130,8000.0
131,7900.0
132,7800.0
133,7700.0
134,7600.0
135,7500.0
136,7400.0
137,7300.0
138,7200.0
139,7100.0
140,7000.0
141,6900.0
142,6800.0
143,6700.0
144,6600.0
145,6500.0
146,6400.0
147,6300.0
148,6200.0
149,6100.0
150,6000.0
151,5950.0
152,5900.0
153,5850.0
154,5800.0
155,5750.0
156,5700.0
157,5650.0
158,5600.0
159,5550.0
160,5500.0
161,5450.0
162,5400.0
163,5350.0
164,5300.0
165,5250.0
166,5200.0
167,5150.0
168,5100.0
169,5050.0
170,5000.0
171,4950.0
172,4900.0
173,4850.0
174,4800.0
175,4750.0
176,4700.0
177,4650.0
178,4600.0
179,4550.0
180,4500.0
181,4466.67
182,4433.33
183,4400.0
184,4366.67
185,4333.33
186,4300.0
187,4266.67
188,4233.33
189,4200.0
190,4166.67
191,4133.33
192,4100.0
193,4066.67
194,4033.33
195,4000.0
196,3966.67
197,3933.33
198,3900.0
199,3866.67
200,3833.33
201,3800.0
202,3766.67
203,3733.33
204,3700.0
205,3666.67
206,3633.33
207,3600.0
208,3566.67
209,3533.33
210,3500.0
211,3476.67
212,3453.33
213,3430.0
214,3406.67
215,3383.33
216,3360.0
217,3336.67
218,3313.33
219,3290.0
220,3266.67
221,3243.33
222,3220.0
223,3196.67
224,3173.33
225,3150.0
226,3126.67
227,3103.33
228,3080.0
229,3056.67
230,3033.33
231,3010.0
232,2986.67
233,2963.33
234,2940.0
235,2916.67
236,2893.33
237,2870.0
238,2846.67
239,2823.33
240,2800.0
241,2787.37
242,2774.74
243,2762.11
244,2749.47
245,2736.84
246,2724.21
247,2711.58
248,2698.95
249,2686.32
250,2673.68
251,2661.05
252,2648.42
253,2635.79
254,2623.16
255,2610.53
256,2597.89
257,2585.26
258,2572.63
259,2560.0
260,2550.99
261,2541.97
262,2532.96
263,2523.94
264,2514.93
265,2505.92
266,2496.9
267,2487.89
268,2478.87
269,2469.86
270,2460.85
271,2451.83
272,2442.82
273,2433.8
274,2424.79
275,2415.77
276,2406.76
277,2397.75
278,2388.73
279,2379.72
280,2370.7
281,2361.69
282,2352.68
283,2343.66
284,2334.65
285,2325.63
286,2316.62
287,2307.61
288,2298.59
289,2289.58
290,2280.56
291,2271.55
292,2262.54
293,2253.52
294,2244.51
295,2235.49
296,2226.48
297,2217.46
298,2208.45
299,2199.44
300,2190.42
301,2181.41
302,2172.39
303,2163.38
304,2154.37
305,2145.35
306,2136.34
307,2127.32
308,2118.31
309,2109.3
310,2100.28
311,2091.27
312,2082.25
313,2073.24
314,2064.23
315,2055.21
316,2046.2
317,2037.18
318,2028.17
319,2019.15
320,2010.14
321,2001.13
322,1992.11
323,1983.1
324,1974.08
325,1965.07
326,1956.06
327,1947.04
328,1938.03
329,1929.01
330,1920.0
331,1910.99
332,1901.97
333,1892.96
334,1883.94
335,1874.93
336,1865.92
337,1856.9
338,1847.89
339,1838.87
340,1829.86
341,1820.85
342,1811.83
343,1802.82
344,1793.8
345,1784.79
346,1775.77
347,1766.76
348,1757.75
349,1748.73
350,1739.72
351,1730.7
352,1721.69
353,1712.68
354,1703.66
355,1694.65
356,1685.63
357,1676.62
358,1667.61
359,1658.59
360,1649.58
361,1640.56
362,1631.55
363,1622.54
364,1613.52
365,1604.51
366,1595.49
367,1586.48
368,1577.46
369,1568.45
370,1559.44
371,1550.42
372,1541.41
373,1532.39
374,1523.38
375,1514.37
